USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
alisha      5502  0.5  1.0 50820680 166900 ?     Sl   11:23   4:16 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5380324995282596720,6388653755625417588,524288 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190708989122997041
alisha      5512  0.0  0.3 51092448 61408 ?      Sl   11:23   0:10 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12748528567065784125,14407111365869011189,524288 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190708990060038890
alisha      5579  0.0  0.7 1461763768 123396 ?   Sl   11:23   0:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=34201614 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17653175465472763786,14801172010180135153,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190708993808206286
alisha      5586  0.0  0.7 1461753948 123544 ?   Sl   11:23   0:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=34212081 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4628155336435466728,13207930984099921431,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190708995682289984
alisha      5738  0.0  0.7 1460041256 125116 ?   Sl   11:23   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=38250293 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,968836679989156519,2712951028905341853,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709000367499229
alisha      5754  1.5  2.4 1463610068 392844 ?   Sl   11:23  11:35 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=40921600 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15444973941118521996,7373796863049880767,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709002241582927
alisha      5783  0.0  1.3 1461773308 208852 ?   Sl   11:23   0:35 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=41183249 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14666005356836098324,16082841771797900396,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709004115666625
alisha      5938  0.0  1.3 1461807812 215188 ?   Sl   11:24   0:10 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=46116664 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16314818582707267304,13098463301081979459,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709005989750323
alisha      6033  0.6  0.5 50832884 89056 ?      Sl   11:24   5:04 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17640904495010346044,7658190139184811476,524288 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709012549043266
alisha      6102  0.0  0.2 576696 34940 ?        Sl   11:24   0:01 /usr/bin/update-notifier
alisha      7593  0.3  1.2 762620 202644 ?       SNl  11:51   2:29 /usr/bin/python3 /usr/bin/update-manager --no-update --no-focus-on-map
root        8229  0.0  0.3 637776 48864 ?        Ssl  12:00   0:06 /usr/libexec/fwupd/fwupd
root        8582  0.0  0.0      0     0 ?        I    13:58   0:01 [kworker/7:3-mm_percpu_wq]
alisha      8703  0.0  0.0 1229320 5476 ?        Sl   13:58   0:02 /home/alisha/.arduino-create/builtin/serial-discovery/1.5.2/serial-discovery
alisha      8856  8.8  3.0 1460071356 484908 ?   Rl   13:58  51:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=61 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4107152665 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6793935233130279685,590405472087192238,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709043471424283
alisha      8885  0.0  1.2 1460084332 199984 ?   Sl   13:58   0:08 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=64 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4114172685 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4105499974160206700,9874003379446398093,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709046282549830
alisha      8912  2.9  4.8 1484162092 781772 ?   Sl   13:58  17:17 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=67 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4114766872 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3079328087110571192,7745920458343082798,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709049093675377
alisha      8918  0.0  0.8 1460064152 131880 ?   Sl   13:58   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=68 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4114789067 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15725283188395383417,14825348669201365671,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709050030717226
alisha      8985  6.9  2.7 1460139868 448444 ?   Sl   13:58  40:15 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=70 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4117283735 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13053932301923928120,17983441512153146192,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709051904800924
alisha      9030  0.0  1.6 1460070736 257268 ?   Sl   13:58   0:15 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=65 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=4120884969 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15321289852706841351,5361521297627520466,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709047219591679
root        9145  0.0  0.0      0     0 ?        I    14:00   0:02 [kworker/10:0-events]
alisha     11880  0.3  1.9 1460069052 318160 ?   Sl   15:57   1:22 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=164 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=11273307496 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16946727047475182007,10866975008436279433,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709139986734730
alisha     12069  0.4  1.5 1461812736 244824 ?   Sl   16:04   1:56 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=172 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=11651634941 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14379521704027615121,16872114056734063029,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709147483069522
alisha     12214  0.0  1.2 1460074716 207820 ?   Sl   16:09   0:20 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=179 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=11966281211 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17548762896844579822,6531932419967497815,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709154042362465
root       12814  0.0  0.0      0     0 ?        I    16:40   0:01 [kworker/9:1-events]
alisha     12928  0.1  2.0 1460086976 330684 ?   Sl   16:54   0:37 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=214 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=14691005456 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1348595011265844887,11500375754774930339,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709186838827180
alisha     13368  5.6  3.4 1460141232 550132 ?   Sl   17:57  19:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=222 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=15390234995 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3704367385696488568,15735096846078091691,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709194335161972
root       13517  0.0  0.0      0     0 ?        I    18:00   0:05 [kworker/8:1-mm_percpu_wq]
alisha     13616  0.0  0.1  37692 21180 ?        S    18:02   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
alisha     13619  0.0  0.1 465968 29964 ?        Sl   18:02   0:00 /usr/bin/gnome-terminal.real --wait
alisha     13625  0.2  0.3 635400 59800 ?        Ssl  18:02   0:42 /usr/libexec/gnome-terminal-server
alisha     13633  0.0  0.0  15168  9488 pts/0    Ss   18:02   0:00 bash
root       16692  0.0  0.0      0     0 ?        I    18:10   0:02 [kworker/4:0-events]
root       16791  0.0  0.0      0     0 ?        S    21:23   0:00 [irq/142-mei_me]
root       16869  0.0  0.0      0     0 ?        I    21:23   0:00 [kworker/5:2-events]
root       17337  0.0  0.0      0     0 ?        I    21:40   0:02 [kworker/6:1-events]
root       17550  0.2  0.0      0     0 ?        I    21:49   0:14 [kworker/u48:2-flush-259:0]
alisha     17666  0.0  0.0 671676 13964 ?        Sl   21:53   0:02 /usr/libexec/gvfsd-recent --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
alisha     18184  0.8  1.7 1461815684 282008 ?   Sl   22:11   0:46 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=276 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=19219362357 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12457743721793244724,1313687675334631633,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709244935421818
root       18498  0.2  0.3 2591352 48488 ?       Ssl  22:12   0:13 /snap/snapd/current/usr/lib/snapd/snapd
root       18921  0.0  0.0      0     0 ?        S    22:12   0:00 [psimon]
root       19030  0.0  0.0      0     0 ?        I    22:20   0:01 [kworker/0:2-events]
root       19032  0.3  0.1  41292 16512 ?        S    22:20   0:16 (udev-worker)
root       19033  0.0  0.1  41292 16512 ?        S    22:20   0:00 (udev-worker)
root       19038  0.0  0.0      0     0 ?        I    22:20   0:01 [kworker/3:2-events]
root       19203  0.0  0.0      0     0 ?        I    22:22   0:01 [kworker/1:2-mm_percpu_wq]
alisha     19683  0.0  0.4 3223660 68328 ?       Sl   22:47   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root       19781  0.1  0.0      0     0 ?        I<   22:50   0:03 [kworker/u49:3-rtw89_tx_wq]
root       19853  0.0  0.0      0     0 ?        I    22:52   0:01 [kworker/2:1-events]
root       20092  0.1  0.0      0     0 ?        I<   23:04   0:02 [kworker/u49:1-i915_flip]
root       20320  0.2  0.0      0     0 ?        I    23:10   0:03 [kworker/u48:4-events_unbound]
root       20567  0.0  0.0      0     0 ?        I    23:19   0:00 [kworker/11:2-mm_percpu_wq]
root       20661  0.2  0.0      0     0 ?        I    23:20   0:03 [kworker/u48:3-events_unbound]
root       20720  0.2  0.0      0     0 ?        I    23:25   0:01 [kworker/u48:0-events_unbound]
root       20822  0.0  0.0      0     0 ?        I    23:27   0:00 [kworker/7:1-events]
root       20823  0.0  0.0      0     0 ?        I    23:27   0:00 [kworker/9:0-events]
root       20830  0.0  0.0      0     0 ?        I    23:28   0:00 [kworker/2:0-events]
root       20833  0.0  0.0      0     0 ?        I    23:28   0:00 [kworker/10:1-mm_percpu_wq]
root       20839  0.0  0.0      0     0 ?        I    23:28   0:00 [kworker/8:0-i915-unordered]
root       20841  0.0  0.0      0     0 ?        I    23:28   0:00 [kworker/3:0-events]
root       20856  0.0  0.0      0     0 ?        I    23:29   0:00 [kworker/11:0-events]
root       20866  0.0  0.0      0     0 ?        I    23:30   0:00 [kworker/5:0]
root       20872  0.0  0.0      0     0 ?        I    23:30   0:00 [kworker/4:2-events]
root       20885  0.0  0.0      0     0 ?        I    23:31   0:00 [kworker/6:0-events]
root       20893  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/u49:2-rtw89_tx_wq]
alisha     20894  0.0  0.4 1459974536 76632 ?    Sl   23:31   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=321 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=24016990120 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18160590137945076667,3028053638607410481,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709287102305023
root       20907  0.0  0.0      0     0 ?        I    23:31   0:00 [kworker/1:0-mm_percpu_wq]
root       20931  0.0  0.0      0     0 ?        I    23:32   0:00 [kworker/0:0-mm_percpu_wq]
root       20951  0.0  0.0      0     0 ?        I    23:33   0:00 [kworker/2:2-events]
root       20987  0.0  0.0      0     0 ?        I    23:35   0:00 [kworker/11:1-i915-unordered]
alisha     21006  8.8  2.0 2193320 324148 ?      Sl   23:35   0:12 /usr/bin/nautilus --gapplication-service
root       21056  0.0  0.0      0     0 ?        I    23:35   0:00 [kworker/8:2-i915-unordered]
root       21057  0.0  0.0      0     0 ?        I    23:35   0:00 [kworker/3:1-events]
root       21058  0.0  0.0      0     0 ?        I    23:35   0:00 [kworker/7:0-events]
root       21068  0.0  0.0      0     0 ?        I    23:36   0:00 [kworker/10:2]
root       21076  0.0  0.0      0     0 ?        I    23:36   0:00 [kworker/9:2-mm_percpu_wq]
alisha     21078  0.3  0.7 1461767196 126180 ?   Sl   23:36   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5456 --enable-crash-reporter=eb3827c5-e47f-4b48-a0b7-f715216fc9ea, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=326 --time-ticks-at-unix-epoch=-1788501195227090 --launch-time-ticks=24300006301 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7386806948929176931,4071476868885863469,2097152 --field-trial-handle=3,i,5245692847324255825,236952606408602400,262144 --disable-features=EyeDropper --variations-seed-version=20260827-170054.508000-production --trace-process-track-uuid=3190709291787514268
root       21102  0.0  0.0      0     0 ?        I    23:36   0:00 [kworker/4:1-events]
root       21133  0.0  0.0      0     0 ?        I    23:37   0:00 [kworker/6:2-events]
alisha     21140  0.0  0.0   9948  3712 pts/0    S+   23:37   0:00 /bin/bash ./system_info.sh
alisha     21148  0.0  0.0  13756  4748 pts/0    R+   23:37   0:00 ps aux
